No.;Tanggal;Delik;Sektor;Instansi;Unit Kerja;Provinsi;Kabupaten/Kota;Tahun;Kode Kabupaten;Kode Provinsi
932;30/10/14 00.00;Penyuapan;LEGISLATIF;DEWAN PERWAKILAN RAKYAT DAERAH KOTA BEKASI;;JAWA BARAT;BEKASI;2010;3216;3273
933;31/10/14 00.00;Pemerasan;;PEMERINTAH KABUPATEN LOMBOK BARAT;PEMERINTAH KABUPATEN LOMBOK BARAT;NUSA TENGGARA BARAT;LOMBOK BARAT;2013;5201;5271
934;22/08/14 00.00;Penyuapan;-;DEWAN PERWAKILAN RAKYAT DAERAH KOTA PARE-PARE;DEWAN PERWAKILAN RAKYAT DAERAH KOTA PARE-PARE;SULAWESI SELATAN;PAREPARE;2014;7372;7371
935;20/10/14 00.00;Perbuatan melawan hukum / menyalahgunakan wewenang yang mengakibatkan kerugian negara;-;PEMERINTAH KOTA TANGERANG SELATAN;PEMERINTAH KOTA TANGERANG SELATAN;BANTEN;TANGERANG SELATAN;2004;3674;3604
936;21/05/14 00.00;Perbuatan melawan hukum / menyalahgunakan wewenang yang mengakibatkan kerugian negara;-;DEWAN PERWAKILAN RAKYAT DAERAH KABUPATEN BREBES;;JAWA TENGAH;BREBES;2011;3329;3374
937;30/10/14 00.00;Tindak Pidana lain yang berkaitan dengan Tindak Pidana Korupsi;;BADAN PENGAWAS PEMILIHAN UMUM;BADAN PENGAWAS PEMILIHAN UMUM;JAWA TIMUR;SURABAYA;2008;3578;7835
938;10/09/14 00.00;Perbuatan melawan hukum / menyalahgunakan wewenang yang mengakibatkan kerugian negara;-;PEMERINTAH KABUPATEN CILACAP;;JAWA TENGAH;CILACAP;2012;3301;3374
939;05/11/14 00.00;Perbuatan melawan hukum / menyalahgunakan wewenang yang mengakibatkan kerugian negara;EKSEKUTIF;PEMERINTAH KABUPATEN ASAHAN;DINAS PU/KIMPRASWIL KABUPATEN ASAHAN;SUMATERA UTARA;ASAHAN;2009;1208;1275
940;23/10/14 00.00;Perbuatan melawan hukum / menyalahgunakan wewenang yang mengakibatkan kerugian negara;;PT. PERTAMINA;;DKI JAKARTA;JAKARTA PUSAT;2013;3173;3173
941;04/11/14 00.00;Perbuatan melawan hukum / menyalahgunakan wewenang yang mengakibatkan kerugian negara;EKSEKUTIF;PEMERINTAH KABUPATEN NIAS SELATAN;PEMERINTAH KABUPATEN NIAS SELATAN;SUMATERA UTARA;NIAS SELATAN;2012;1214;1275
942;03/10/14 00.00;Penyuapan;-;PEMERINTAH PROVINSI RIAU;PEMERINTAH PROVINSI RIAU;RIAU;PEKANBARU;2014;1471;1471
943;10/10/14 00.00;Perbuatan melawan hukum / menyalahgunakan wewenang yang mengakibatkan kerugian negara;;PEMERINTAH KOTA CIMAHI;PEMERINTAH KOTA CIMAHI;JAWA BARAT;CIMAHI;2011;3277;3273
944;06/10/14 00.00;Perbuatan melawan hukum / menyalahgunakan wewenang yang mengakibatkan kerugian negara;;PEMERINTAH KOTA SURABAYA;;JAWA TIMUR;SURABAYA;2014;3578;7835
945;31/10/14 00.00;Perbuatan melawan hukum / menyalahgunakan wewenang yang mengakibatkan kerugian negara;;PEMERINTAH KABUPATEN PANDEGLANG;PEMERINTAH KABUPATEN PANDEGLANG;BANTEN;PANDEGLANG;2006;3601;3604
946;04/11/14 00.00;Gratifikasi;-;PENGADILAN NEGERI BANDA ACEH;;NANGGROE ACEH DARUSALAM;BANDA ACEH;2014;1171;1171
947;24/10/14 00.00;Penyuapan;;DEWAN PERWAKILAN RAKYAT DAERAH KABUPATEN ASAHAN;;SUMATERA UTARA;ASAHAN;2013;1208;1275
948;20/10/14 00.00;Penyuapan;;MAHKAMAH KONSTITUSI;MAHKAMAH KONSTITUSI;KALIMANTAN TENGAH;KOTAWARINGIN BARAT;2010;6201;6271
949;15/10/14 00.00;Perbuatan melawan hukum / menyalahgunakan wewenang yang mengakibatkan kerugian negara;;MAHKAMAH KONSTITUSI;MAHKAMAH KONSTITUSI;KALIMANTAN TENGAH;KOTAWARINGIN BARAT;2010;6201;6271
950;16/10/14 00.00;Perbuatan melawan hukum / menyalahgunakan wewenang yang mengakibatkan kerugian negara;;PT. PELINDO II;PT. PELINDO II;DKI JAKARTA;JAKARTA UTARA;2010;3175;3173
951;29/10/14 00.00;Penyuapan;-;PEMERINTAH KABUPATEN BURU SELATAN;PEMERINTAH KABUPATEN BURU SELATAN;MALUKU;BURU SELATAN;2011;8109;8171
952;27/10/14 00.00;Tindak Pidana lain yang berkaitan dengan Tindak Pidana Korupsi;-;PT. PERTAMINA;PT. PERTAMINA;DKI JAKARTA;JAKARTA PUSAT;2012;3173;3173
953;15/10/14 00.00;Tindak Pidana lain yang berkaitan dengan Tindak Pidana Korupsi;EKSEKUTIF;KOMISI PEMBERANTASAN KORUPSI (KPK);KOMISI PEMBERANTASAN KORUPSI (KPK);DKI JAKARTA;JAKARTA TIMUR;2014;3172;3173
954;30/10/14 00.00;Pemerasan;;KOMISI PEMBERANTASAN KORUPSI (KPK);KOMISI PEMBERANTASAN KORUPSI (KPK);DKI JAKARTA;JAKARTA PUSAT;2014;3173;3173
955;24/10/14 00.00;Perbuatan melawan hukum / menyalahgunakan wewenang yang mengakibatkan kerugian negara;-;KEMENTERIAN PENDIDIKAN NASIONAL;--;SULAWESI TENGAH;PALU;2011;7271;7271
956;30/09/14 00.00;Perbuatan melawan hukum / menyalahgunakan wewenang yang mengakibatkan kerugian negara;EKSEKUTIF;PEMERINTAH PROVINSI JAWA BARAT;PEMERINTAH PROVINSI JAWA BARAT;JAWA BARAT;BANDUNG;2014;3204;3273
957;21/10/14 00.00;Penyuapan;;PEMERINTAH KABUPATEN SELUMA;;BENGKULU;SELUMA;2011;1705;1771
958;05/11/14 00.00;Perbuatan melawan hukum / menyalahgunakan wewenang yang mengakibatkan kerugian negara;-;MABES TNI - AD;MABES TNI - AD;DKI JAKARTA;JAKARTA PUSAT;2006;3173;3173
959;29/09/14 00.00;Tindak Pidana lain yang berkaitan dengan Tindak Pidana Korupsi;-;KANTOR MENTERI NEGARA KEBUDAYAAN DAN PARIWISATA;KANTOR MENTERI NEGARA KEBUDAYAAN DAN PARIWISATA;DKI JAKARTA;JAKARTA PUSAT;2007;3173;3173
960;04/11/14 00.00;Perbuatan melawan hukum / menyalahgunakan wewenang yang mengakibatkan kerugian negara;-;PEMERINTAH KABUPATEN REMBANG;;JAWA TENGAH;REMBANG;2013;3317;3374
961;10/10/14 00.00;Tindak Pidana lain yang berkaitan dengan Tindak Pidana Korupsi;-;DEWAN PERWAKILAN RAKYAT DAERAH KABUPATEN SINTANG;DEWAN PERWAKILAN RAKYAT DAERAH KABUPATEN SINTANG;KALIMANTAN BARAT;SINTANG;2002;6107;6171
962;23/10/14 00.00;Perbuatan melawan hukum / menyalahgunakan wewenang yang mengakibatkan kerugian negara;;PEMERINTAH KABUPATEN HALMAHERA BARAT;;MALUKU UTARA;HALMAHERA BARAT;2006;8201;8271
963;04/11/14 00.00;Perbuatan melawan hukum / menyalahgunakan wewenang yang mengakibatkan kerugian negara;;PEMERINTAH KABUPATEN BATUBARA;;SUMATERA UTARA;BATU BARA;2012;1219;1275
964;05/11/14 00.00;Perbuatan melawan hukum / menyalahgunakan wewenang yang mengakibatkan kerugian negara;;PEMERINTAH KOTA MEDAN;;SUMATERA UTARA;MEDAN;2010;1275;1275
965;08/09/14 00.00;Perbuatan melawan hukum / menyalahgunakan wewenang yang mengakibatkan kerugian negara;-;PT. HUTAMA KARYA;PT. HUTAMA KARYA;DKI JAKARTA;JAKARTA SELATAN;2013;3171;3173
966;03/11/14 00.00;Perbuatan melawan hukum / menyalahgunakan wewenang yang mengakibatkan kerugian negara;EKSEKUTIF;PEMERINTAH KABUPATEN NIAS SELATAN;PEMERINTAH KABUPATEN NIAS SELATAN;SUMATERA UTARA;NIAS SELATAN;2012;1214;1275
967;19/09/14 00.00;Perbuatan melawan hukum / menyalahgunakan wewenang yang mengakibatkan kerugian negara;;PEMERINTAH KABUPATEN MUARO JAMBI;DINAS KESEHATAN KABUPATEN MUARO JAMBI;JAMBI;MUARO JAMBI;2010;1505;1571
968;23/10/14 00.00;Perbuatan melawan hukum / menyalahgunakan wewenang yang mengakibatkan kerugian negara;-;KEJAKSAAN NEGERI KOTAMUBAGU;KEJAKSAAN NEGERI KOTAMUBAGU;SULAWESI UTARA;KOTAMOBAGU;2012;7174;7171
969;18/09/14 00.00;Tindak Pidana lain yang berkaitan dengan Tindak Pidana Korupsi;;PEMERINTAH KABUPATEN BANYUWANGI;PEMERINTAH KABUPATEN BANYUWANGI;JAWA TIMUR;BANYUWANGI;2014;3510;7835
970;03/11/14 00.00;Penyuapan;-;KEMENTERIAN KEUANGAN;;DKI JAKARTA;JAKARTA PUSAT;2014;3173;3173
971;23/10/14 00.00;Perbuatan melawan hukum / menyalahgunakan wewenang yang mengakibatkan kerugian negara;;PT. BANK JABAR BANTEN (BJB);PT. BANK JABAR BANTEN (BJB);JAWA BARAT;BANDUNG;2013;3204;3273
972;14/10/14 00.00;Perbuatan melawan hukum / menyalahgunakan wewenang yang mengakibatkan kerugian negara;-;PEMERINTAH KABUPATEN MALUKU UTARA;PEMERINTAH KABUPATEN MALUKU UTARA;MALUKU UTARA;HALMAHERA BARAT;2001;8201;8271
973;11/11/14 00.00;Perbuatan melawan hukum / menyalahgunakan wewenang yang mengakibatkan kerugian negara;-;PT. HUTAMA KARYA;;DKI JAKARTA;JAKARTA PUSAT;2014;3173;3173
974;06/10/14 00.00;Perbuatan melawan hukum / menyalahgunakan wewenang yang mengakibatkan kerugian negara;-;PEMERINTAH KOTA SURABAYA;PEMERINTAH KOTA SURABAYA;JAWA TIMUR;SURABAYA;2006;3578;7835
975;09/09/14 00.00;Perbuatan melawan hukum / menyalahgunakan wewenang yang mengakibatkan kerugian negara;;PEMERINTAH KABUPATEN SIGI;PEMERINTAH KABUPATEN SIGI;SULAWESI TENGAH;SIGI;2012;7210;7271
976;22/08/14 00.00;Penyuapan;-;DEWAN PERWAKILAN RAKYAT DAERAH KOTA PARE-PARE;DEWAN PERWAKILAN RAKYAT DAERAH KOTA PARE-PARE;SULAWESI SELATAN;PAREPARE;2014;7372;7371
977;30/10/14 00.00;Perbuatan melawan hukum / menyalahgunakan wewenang yang mengakibatkan kerugian negara;;PEMERINTAH KABUPATEN PENAJAM PASIR UTARA;;KALIMANTAN TIMUR;PENAJAM PASER UTARA;2008;#N/A;6471
978;17/11/14 00.00;Penyuapan;EKSEKUTIF;PEMERINTAH KABUPATEN KAPUAS;;KALIMANTAN TENGAH;KAPUAS;2014;6203;6271
979;19/07/14 00.00;Perbuatan melawan hukum / menyalahgunakan wewenang yang mengakibatkan kerugian negara;-;PEMERINTAH KOTA BALIKPAPAN;DINAS PU/KIMPRASWIL KOTA BALIKPAPAN;KALIMANTAN TIMUR;BALIKPAPAN;2012;6471;6471
980;28/10/14 00.00;Penyuapan;;PEMERINTAH KOTA BEKASI;DINAS PU/KIMPRASWIL KOTA BEKASI;JAWA BARAT;BEKASI;2010;3216;3273
981;05/11/14 00.00;Perbuatan melawan hukum / menyalahgunakan wewenang yang mengakibatkan kerugian negara;-;PEMERINTAH KOTA MEDAN;;SUMATERA UTARA;MEDAN;2010;1275;1275
982;05/08/14 00.00;Perbuatan melawan hukum / menyalahgunakan wewenang yang mengakibatkan kerugian negara;-;PEMERINTAH KOTA BEKASI;;JAWA BARAT;BEKASI;2009;3216;3273
983;16/10/14 00.00;Perbuatan melawan hukum / menyalahgunakan wewenang yang mengakibatkan kerugian negara;;PEMERINTAH KABUPATEN MALUKU UTARA;PEMERINTAH KABUPATEN MALUKU UTARA;MALUKU UTARA;HALMAHERA BARAT;2001;8201;8271
984;01/10/14 00.00;Penyuapan;;OTORITA BATAM;OTORITA BATAM;KEPULAUAN RIAU;BATAM;2012;2171;2171
985;07/11/14 00.00;Perbuatan melawan hukum / menyalahgunakan wewenang yang mengakibatkan kerugian negara;EKSEKUTIF;PEMERINTAH PROVINSI SUMATERA UTARA;PEMERINTAH PROVINSI SUMATERA UTARA;SUMATERA UTARA;MEDAN;2011;1275;1275
986;15/10/14 00.00;Perbuatan melawan hukum / menyalahgunakan wewenang yang mengakibatkan kerugian negara;-;PEMERINTAH KABUPATEN TANA TIDUNG;PEMERINTAH KABUPATEN TANA TIDUNG;KALIMANTAN UTARA;TANA TIDUNG;2014;6503;6571
987;03/11/14 00.00;Penyuapan;-;KEMENTERIAN KEUANGAN;;DKI JAKARTA;JAKARTA PUSAT;2014;3173;3173
988;22/10/14 00.00;Perbuatan melawan hukum / menyalahgunakan wewenang yang mengakibatkan kerugian negara;-;PEMERINTAH PROVINSI DKI JAKARTA;;NANGGROE ACEH DARUSALAM;SEMUA KOTA;2013;11;1171
989;10/11/14 00.00;Perbuatan melawan hukum / menyalahgunakan wewenang yang mengakibatkan kerugian negara;-;KANTOR MENTERI NEGARA KEBUDAYAAN DAN PARIWISATA;;DKI JAKARTA;JAKARTA PUSAT;2011;3173;3173
990;05/11/14 00.00;Perbuatan melawan hukum / menyalahgunakan wewenang yang mengakibatkan kerugian negara;-;PEMERINTAH KOTA MEDAN;;SUMATERA UTARA;MEDAN;2010;1275;1275
991;24/10/14 00.00;Perbuatan melawan hukum / menyalahgunakan wewenang yang mengakibatkan kerugian negara;-;KANTOR MENTERI NEGARA KEBUDAYAAN DAN PARIWISATA;;DKI JAKARTA;JAKARTA PUSAT;2011;3173;3173
992;30/10/14 00.00;Perbuatan melawan hukum / menyalahgunakan wewenang yang mengakibatkan kerugian negara;;PERUM PEGADAIAN;;DKI JAKARTA;JAKARTA PUSAT;1991;3173;3173
993;12/11/14 00.00;Gratifikasi;;PT. PERUSAHAAN LISTRIK NEGARA;;DKI JAKARTA;JAKARTA SELATAN;2013;3171;3173
994;13/11/14 00.00;Perbuatan melawan hukum / menyalahgunakan wewenang yang mengakibatkan kerugian negara;;PEMERINTAH KOTA SABANG;;NANGGROE ACEH DARUSALAM;SABANG;2012;1172;1171
995;28/10/14 00.00;Gratifikasi;;PEMERINTAH KOTA TASIKMALAYA;;JAWA BARAT;TASIKMALAYA;2013;3206;3273
996;11/11/14 00.00;Pemerasan;;PEMERINTAH KABUPATEN JOMBANG;;JAWA TIMUR;JOMBANG;2013;3517;7835
997;04/11/14 00.00;Perbuatan melawan hukum / menyalahgunakan wewenang yang mengakibatkan kerugian negara;-;PEMERINTAH KABUPATEN REMBANG;;JAWA TENGAH;REMBANG;2013;3317;3374
998;19/11/14 00.00;Penyuapan;;DEWAN PERWAKILAN RAKYAT DAERAH KABUPATEN KOTAWARINGIN TIMUR;;KALIMANTAN TENGAH;KOTAWARINGIN TIMUR;2014;6202;6271
999;13/11/14 00.00;Perbuatan melawan hukum / menyalahgunakan wewenang yang mengakibatkan kerugian negara;-;PEMERINTAH PROVINSI SUMATERA UTARA;PEMERINTAH PROVINSI SUMATERA UTARA;SUMATERA UTARA;MEDAN;2013;1275;1275
1000;04/11/14 00.00;Perbuatan melawan hukum / menyalahgunakan wewenang yang mengakibatkan kerugian negara;-;KEMENTERIAN PENDIDIKAN NASIONAL;;MALUKU;TUAL;2011;8172;8171
1001;31/10/14 00.00;Perbuatan melawan hukum / menyalahgunakan wewenang yang mengakibatkan kerugian negara;;KEMENTERIAN KEUANGAN;DITJEN PAJAK;SUMATERA UTARA;MEDAN;2013;1275;1275
1002;20/11/14 00.00;Gratifikasi;;KEMENTERIAN PEKERJAAN UMUM;;NUSA TENGGARA TIMUR;---;2014;#N/A;5371
1003;07/11/14 00.00;Perbuatan melawan hukum / menyalahgunakan wewenang yang mengakibatkan kerugian negara;EKSEKUTIF;PEMERINTAH PROVINSI NANGGROE ACEH DARUSSALAM;PEMERINTAH PROVINSI NANGGROE ACEH DARUSSALAM;NANGGROE ACEH DARUSALAM;BANDA ACEH;2002;1171;1171
1004;30/10/14 00.00;Tindak Pidana lain yang berkaitan dengan Tindak Pidana Korupsi;-;PT. HUTAMA KARYA;PT. HUTAMA KARYA;DKI JAKARTA;JAKARTA PUSAT;2014;3173;3173
1005;03/11/14 00.00;Perbuatan melawan hukum / menyalahgunakan wewenang yang mengakibatkan kerugian negara;EKSEKUTIF;PEMERINTAH KABUPATEN SERDANG BEDAGAI;PEMERINTAH KABUPATEN SERDANG BEDAGAI;SUMATERA UTARA;MEDAN;0;1275;1275
1006;12/11/14 00.00;Perbuatan melawan hukum / menyalahgunakan wewenang yang mengakibatkan kerugian negara;;PEMERINTAH PROVINSI DKI JAKARTA;;NUSA TENGGARA TIMUR;---;2005;#N/A;5371
1007;07/11/14 00.00;Perbuatan melawan hukum / menyalahgunakan wewenang yang mengakibatkan kerugian negara;-;PEMERINTAH KABUPATEN GORONTALO;PEMERINTAH KABUPATEN GORONTALO;GORONTALO;BOALEMO;2003;7501;7571
1008;12/11/14 00.00;Tindak Pidana lain yang berkaitan dengan Tindak Pidana Korupsi;-;PEMERINTAH KABUPATEN TOBA SAMOSIR;PEMERINTAH KABUPATEN TOBA SAMOSIR;SUMATERA UTARA;TOBA SAMOSIR;2010;1206;1275
1009;13/11/14 00.00;Penyuapan;;MAHKAMAH KONSTITUSI;;DKI JAKARTA;JAKARTA PUSAT;2013;3173;3173
1010;25/11/14 00.00;Penyuapan;;PEMERINTAH KABUPATEN CIAMIS;PEMERINTAH KABUPATEN CIAMIS;JAWA BARAT;CIAMIS;2014;3207;3273
1011;10/11/14 00.00;Perbuatan melawan hukum / menyalahgunakan wewenang yang mengakibatkan kerugian negara;-;PEMERINTAH KABUPATEN BATUBARA;;SUMATERA UTARA;BATU BARA;2010;1219;1275
1012;31/10/14 00.00;Perbuatan melawan hukum / menyalahgunakan wewenang yang mengakibatkan kerugian negara;;KEMENTERIAN KEHUTANAN;;KALIMANTAN TIMUR;KUTAI BARAT;2007;6402;6471
1013;17/11/14 00.00;Perbuatan melawan hukum / menyalahgunakan wewenang yang mengakibatkan kerugian negara;;PEMERINTAH KABUPATEN MINAHASA;;SULAWESI UTARA;MINAHASA;2013;7102;7171
1014;17/11/14 00.00;Tindak Pidana lain yang berkaitan dengan Tindak Pidana Korupsi;-;PEMERINTAH PROVINSI KALIMANTAN SELATAN;PEMERINTAH PROVINSI KALIMANTAN SELATAN;KALIMANTAN SELATAN;BANJARMASIN;2013;6371;6371
1015;05/11/14 00.00;Penyuapan;-;PEMERINTAH KOTA BANDUNG;;JAWA BARAT;BANDUNG;2014;3204;3273
1016;13/11/14 00.00;Penyuapan;;KOMISI PEMILIHAN UMUM (KPU);KOMISI PEMILIHAN UMUM (KPU);KALIMANTAN TENGAH;KOTAWARINGIN TIMUR;2014;6202;6271
1017;07/11/14 00.00;Tindak Pidana lain yang berkaitan dengan Tindak Pidana Korupsi;-;PEMERINTAH KABUPATEN KERINCI;PEMERINTAH KABUPATEN KERINCI;JAMBI;KERINCI;2014;1501;1571
1018;21/11/14 00.00;Penyuapan;;PENGADILAN NEGERI JAKARTA PUSAT;;DKI JAKARTA;JAKARTA PUSAT;2013;3173;3173
1019;31/10/14 00.00;Perbuatan curang;-;PEMERINTAH KABUPATEN SUMEDANG;SEKRETARIAT DAERAH  KABUPATEN SUMEDANG;JAWA BARAT;SUMEDANG;2010;3211;3273
1020;28/11/14 00.00;Penyuapan;-;DEWAN PERWAKILAN RAKYAT DAERAH KOTA MALANG;;JAWA TIMUR;MALANG;2014;3507;7835
1021;10/11/14 00.00;Perbuatan melawan hukum / menyalahgunakan wewenang yang mengakibatkan kerugian negara;-;KEMENTERIAN KEHUTANAN;;RIAU;PEKANBARU;2014;1471;1471
1022;23/10/14 00.00;Perbuatan melawan hukum / menyalahgunakan wewenang yang mengakibatkan kerugian negara;-;PEMERINTAH KABUPATEN EMPAT LAWANG;PEMERINTAH KABUPATEN EMPAT LAWANG;SUMATERA SELATAN;EMPAT LAWANG;2012;1611;1671
1023;03/11/14 00.00;Perbuatan melawan hukum / menyalahgunakan wewenang yang mengakibatkan kerugian negara;;PEMERINTAH KABUPATEN TEBO;DINAS PENDIDIKAN KABUPATEN TEBO;JAMBI;TEBO;2012;1508;1571
1024;06/10/14 00.00;Perbuatan melawan hukum / menyalahgunakan wewenang yang mengakibatkan kerugian negara;-;PEMERINTAH KOTA SURABAYA;;JAWA TIMUR;SURABAYA;1997;3578;7835
1025;17/11/14 00.00;Tindak Pidana lain yang berkaitan dengan Tindak Pidana Korupsi;-;KOMISI PEMILIHAN UMUM (KPU);KOMISI PEMILIHAN UMUM (KPU);SUMATERA SELATAN;PALEMBANG;2013;1671;1671
1026;17/11/14 00.00;Perbuatan melawan hukum / menyalahgunakan wewenang yang mengakibatkan kerugian negara;-;PEMERINTAH KABUPATEN SUMENEP;;JAWA TIMUR;SUMENEP;2010;3529;7835
1027;17/11/14 00.00;Perbuatan melawan hukum / menyalahgunakan wewenang yang mengakibatkan kerugian negara;-;PEMERINTAH KABUPATEN SUMENEP;;JAWA TIMUR;SUMENEP;2004;3529;7835
1028;25/11/14 00.00;Tindak Pidana lain yang berkaitan dengan Tindak Pidana Korupsi;;PT. PERTAMINA;PT. PERTAMINA;DKI JAKARTA;JAKARTA PUSAT;2001;3173;3173
1029;29/10/14 00.00;Perbuatan melawan hukum / menyalahgunakan wewenang yang mengakibatkan kerugian negara;-;PT. PERTAMINA;;SUMATERA SELATAN;PRABUMULIH;2013;1672;1671
1030;18/11/14 00.00;Perbuatan melawan hukum / menyalahgunakan wewenang yang mengakibatkan kerugian negara;;KEMENTERIAN AGAMA;KEMENTERIAN AGAMA;MALUKU;AMBON;2012;8171;8171
1031;20/11/14 00.00;Tindak Pidana lain yang berkaitan dengan Tindak Pidana Korupsi;;PT. PERTAMINA;PT. PERTAMINA;DKI JAKARTA;JAKARTA PUSAT;2001;3173;3173
1032;03/11/14 00.00;Perbuatan melawan hukum / menyalahgunakan wewenang yang mengakibatkan kerugian negara;-;PEMERINTAH KABUPATEN TEBO;DINAS PENDIDIKAN KABUPATEN TEBO;JAMBI;TEBO;2012;1508;1571
1033;17/11/14 00.00;Perbuatan melawan hukum / menyalahgunakan wewenang yang mengakibatkan kerugian negara;;PEMERINTAH KOTA SABANG;DINAS PENDIDIKAN KOTA SABANG;NANGGROE ACEH DARUSALAM;SABANG;2012;1172;1171
1034;27/10/14 00.00;Tindak Pidana lain yang berkaitan dengan Tindak Pidana Korupsi;-;PEMERINTAH KABUPATEN BARRU;DINAS PU/KIMPRASWIL KABUPATEN BARRU;SULAWESI SELATAN;BARRU;2014;7310;7371
1035;04/11/14 00.00;Perbuatan melawan hukum / menyalahgunakan wewenang yang mengakibatkan kerugian negara;;PEMERINTAH PROVINSI SUMATERA UTARA;;SUMATERA UTARA;MEDAN;2001;1275;1275
1036;20/11/14 00.00;Perbuatan melawan hukum / menyalahgunakan wewenang yang mengakibatkan kerugian negara;;PEMERINTAH KABUPATEN KOTAWARINGIN TIMUR;PEMERINTAH KABUPATEN KOTAWARINGIN TIMUR;KALIMANTAN TENGAH;KOTAWARINGIN TIMUR;2012;6202;6271
1037;13/11/14 00.00;Perbuatan melawan hukum / menyalahgunakan wewenang yang mengakibatkan kerugian negara;;PEMERINTAH PROVINSI BENGKULU;;BENGKULU;BENGKULU;2011;1771;1771
1038;17/11/14 00.00;Perbuatan melawan hukum / menyalahgunakan wewenang yang mengakibatkan kerugian negara;-;PEMERINTAH KABUPATEN SORONG SELATAN;;PAPUA BARAT;SORONG SELATAN;2007;9106;9105
1039;24/11/14 00.00;Tindak Pidana lain yang berkaitan dengan Tindak Pidana Korupsi;-;PEMERINTAH KOTA SIBOLGA;PEMERINTAH KOTA SIBOLGA;SUMATERA UTARA;SIBOLGA;2012;1271;1275
1040;25/11/14 00.00;Perbuatan melawan hukum / menyalahgunakan wewenang yang mengakibatkan kerugian negara;;KEJAKSAAN NEGERI TUAL;;MALUKU;TUAL;2014;8172;8171
1041;19/11/14 00.00;Perbuatan melawan hukum / menyalahgunakan wewenang yang mengakibatkan kerugian negara;;KEJAKSAAN NEGERI TUAL;;MALUKU;TUAL;2011;8172;8171
1042;30/10/14 00.00;Perbuatan melawan hukum / menyalahgunakan wewenang yang mengakibatkan kerugian negara;-;KEMENTERIAN LUAR NEGERI;KEMENTERIAN LUAR NEGERI;BRUSSEL;1150 WOLUWE SAINT PIERRE;2010;#N/A;#N/A
1043;02/12/14 00.00;Penyuapan;;PEMERINTAH KABUPATEN OGAN KOMERING ILIR;;SUMATERA SELATAN;OGAN KOMERING ILIR;2014;1602;1671
1044;02/12/14 00.00;Penyuapan;;BADAN NASIONAL PENANGGULANGAN BENCANA (BNPB);BADAN NASIONAL PENANGGULANGAN BENCANA (BNPB);DKI JAKARTA;JAKARTA SELATAN;2014;3171;3173
1045;04/11/14 00.00;Perbuatan melawan hukum / menyalahgunakan wewenang yang mengakibatkan kerugian negara;-;PEMERINTAH KOTA DEPOK;DINAS PU/KIMPRASWIL KOTA DEPOK;JAWA BARAT;DEPOK;2013;3276;3273
1046;07/11/14 00.00;Perbuatan melawan hukum / menyalahgunakan wewenang yang mengakibatkan kerugian negara;-;PEMERINTAH KABUPATEN MINAHASA SELATAN;DINAS PENDIDIKAN KABUPATEN MINAHASA SELATAN;SULAWESI UTARA;MINAHASA;2013;7102;7171
1047;11/11/14 00.00;Pemerasan;;PEMERINTAH KABUPATEN SAROLANGUN;;JAMBI;SAROLANGUN;2014;1503;1571
1048;03/11/14 00.00;Perbuatan melawan hukum / menyalahgunakan wewenang yang mengakibatkan kerugian negara;-;PEMERINTAH KABUPATEN SORONG SELATAN;PEMERINTAH KABUPATEN SORONG SELATAN;PAPUA BARAT;SORONG SELATAN;2007;9106;9105
1049;31/10/14 00.00;Perbuatan melawan hukum / menyalahgunakan wewenang yang mengakibatkan kerugian negara;;KEMENTERIAN LUAR NEGERI;KEMENTERIAN LUAR NEGERI;BRUSSEL;1150 WOLUWE SAINT PIERRE;2010;#N/A;#N/A
1050;20/11/14 00.00;Tindak Pidana lain yang berkaitan dengan Tindak Pidana Korupsi;;KEMENTERIAN PENDIDIKAN NASIONAL;KEMENTERIAN PENDIDIKAN NASIONAL;JAWA BARAT;BANDUNG;2009;3204;3273
1051;22/10/14 00.00;Perbuatan melawan hukum / menyalahgunakan wewenang yang mengakibatkan kerugian negara;-;PEMERINTAH PROVINSI DKI JAKARTA;;NANGGROE ACEH DARUSALAM;SEMUA KOTA;2013;11;1171
1052;16/09/14 00.00;Perbuatan melawan hukum / menyalahgunakan wewenang yang mengakibatkan kerugian negara;-;PT. HUTAMA KARYA;PT. HUTAMA KARYA;DKI JAKARTA;JAKARTA PUSAT;2012;3173;3173
1053;04/11/14 00.00;Perbuatan melawan hukum / menyalahgunakan wewenang yang mengakibatkan kerugian negara;;PEMERINTAH KABUPATEN SUMBA BARAT;PEMERINTAH KABUPATEN SUMBA BARAT;NUSA TENGGARA TIMUR;SUMBA BARAT;2012;5301;5371
1054;01/12/14 00.00;Perbuatan melawan hukum / menyalahgunakan wewenang yang mengakibatkan kerugian negara;-;PEMERINTAH KABUPATEN SITUBONDO;DINAS PERTAMBANGAN KABUPATEN SITUBONDO;JAWA TIMUR;SITUBONDO;2012;3512;7835
1055;02/12/14 00.00;Tindak Pidana lain yang berkaitan dengan Tindak Pidana Korupsi;;PT. SEMEN GRESIK TBK;PT. SEMEN GRESIK TBK;JAWA TIMUR;GRESIK;2009;3525;7835
1056;17/11/14 00.00;Perbuatan melawan hukum / menyalahgunakan wewenang yang mengakibatkan kerugian negara;EKSEKUTIF;PEMERINTAH KABUPATEN TOLIKARA;PEMERINTAH KABUPATEN TOLIKARA;PAPUA;TOLIKARA;2012;9418;9471
